일일발전량(Wh),합계 일사량(MJ/m2),1시간 최다일사량(MJ/m2),합계 대형증발량(mm),합계 소형증발량(mm),합계 일조시간(hr),최고기온(°C),가조시간(hr),평균 지면온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균기온(°C),평균 30cm 지중온도(°C),최저기온(°C),최저 초상온도(°C),최소 상대습도 시각(hhmi),최고기온 시각(hhmi),평균 이슬점온도(°C),최저 해면기압(hPa),평균 상대습도(%),최저기온 시각(hhmi),평균 현지기압(hPa),평균 해면기압(hPa),10분 최다 강수량(mm),최소 상대습도(%),최고 해면기압(hPa),1시간 최다강수량(mm),일강수량(mm),평균 전운량(1/10),평균 중하층운량(1/10),Cluster
0.19880767236910316,0.18039726473461418,0.26809651474530827,0.22727272727272727,0.22105263157894736,0.23529411764705885,0.393719806763285,0.02127659574468055,0.2657657657657657,0.2564102564102564,0.24863387978142076,0.24012158054711247,0.3915211970074812,0.2758620689655173,0.31806615776081426,0.29047619047619044,0.6149279050042409,0.5288379983036471,0.40579710144927533,0.8036605657237921,0.4188144329896908,0.9749895789912464,0.7389277389277389,0.7432432432432456,0.0,0.38541666666666663,0.7458823529411802,0.0,0.0,0.53,0.375,3
0.3702695697252463,0.3728427222403127,0.5254691689008043,0.28787878787878785,0.28421052631578947,0.625,0.28743961352657,0.02127659574468055,0.1644144144144144,0.16153846153846152,0.1612021857923497,0.14589665653495443,0.2618453865336658,0.22570532915360506,0.24427480916030536,0.16190476190476186,0.6429177268871925,0.60941475826972,0.18012422360248448,0.853577371048253,0.17396907216494845,0.2917882451021259,0.7972027972027966,0.8040540540540562,0.0,0.14583333333333331,0.7905882352941163,0.0,0.0,0.0,0.0,3
0.32866770347330226,0.32074242917616413,0.43967828418230565,0.19696969696969696,0.19999999999999998,0.5735294117647058,0.34782608695652173,0.0,0.17567567567567566,0.1564102564102564,0.14754098360655737,0.12462006079027355,0.31172069825436405,0.18808777429467088,0.2366412213740458,0.13095238095238096,0.00551314673452078,0.5954198473282443,0.32712215320910976,0.7903494176372696,0.375,0.26052521884118385,0.7319347319347322,0.7387387387387392,0.0,0.3333333333333333,0.7294117647058833,0.0,0.0,0.25,0.2375,3
0.24598237428719544,0.24356887007489422,0.35656836461126,0.13636363636363635,0.13684210526315788,0.3455882352941177,0.4444444444444444,0.0,0.25225225225225223,0.22564102564102564,0.20218579234972678,0.18237082066869303,0.42643391521197005,0.19749216300940442,0.3944020356234097,0.2571428571428571,0.5644614079728583,0.6060220525869381,0.5031055900621118,0.7853577371048246,0.6056701030927837,0.14130887869945813,0.7039627039627021,0.7094594594594597,0.0,0.53125,0.6823529411764717,0.0,0.0,0.41,0.1875,3
0.27177293934681185,0.29697167046564643,0.42359249329758714,0.16666666666666663,0.16842105263157894,0.47794117647058826,0.28985507246376807,0.0,0.18918918918918914,0.18205128205128204,0.18306010928961747,0.1702127659574468,0.2443890274314214,0.22570532915360506,0.19338422391857507,0.17619047619047618,0.4279050042408821,0.10008481764206954,0.3146997929606625,0.7121464226289511,0.4690721649484536,0.9749895789912464,0.6899766899766924,0.7004504504504503,0.0,0.38541666666666663,0.7764705882352949,0.0,0.0,0.6000000000000001,0.5,3
0.3614567133229653,0.35656138065776627,0.4932975871313673,0.21212121212121207,0.21052631578947364,0.6102941176470589,0.19565217391304346,0.0,0.1171171171171171,0.09999999999999999,0.09016393442622951,0.06686930091185411,0.1795511221945137,0.16300940438871475,0.11959287531806617,0.08809523809523806,0.5182357930449533,0.6530958439355385,0.19875776397515527,0.8435940099833594,0.3273195876288659,0.29345560650270947,0.8065268065268079,0.8175675675675684,0.0,0.13541666666666666,0.8188235294117661,0.0,0.0,0.29,0.1,3
0.31337480559875586,0.37870400521002934,0.5335120643431636,0.22727272727272727,0.22105263157894736,0.5882352941176471,0.2946859903381642,0.0,0.18693693693693691,0.1641025641025641,0.14207650273224043,0.11550151975683892,0.2992518703241895,0.14733542319749215,0.28498727735368956,0.19999999999999998,0.611111111111111,0.6102629346904156,0.3498964803312629,0.798668885191347,0.4690721649484536,0.04460191746561067,0.72027972027972,0.7297297297297298,0.0,0.35416666666666663,0.6941176470588246,0.0,0.0,0.38,0.1875,3
0.32439087610160705,0.30543796808857054,0.4450402144772118,0.19696969696969696,0.19999999999999998,0.5588235294117647,0.4033816425120773,0.0,0.2117117117117117,0.19487179487179485,0.16939890710382513,0.14589665653495443,0.4014962593516209,0.15987460815047025,0.3486005089058524,0.22857142857142854,0.556403731976251,0.556403731976251,0.42236024844720493,0.7404326123128122,0.4381443298969072,0.022509378907878283,0.6620046620046622,0.6666666666666643,0.0,0.41666666666666663,0.6847058823529402,0.0,0.0,0.38,0.3,3
0.30158113011923277,0.31032237056333445,0.450402144772118,0.2424242424242424,0.24210526315789474,0.5661764705882353,0.4782608695652174,0.0,0.2432432432432432,0.23076923076923075,0.20491803278688525,0.18541033434650456,0.4513715710723192,0.18181818181818185,0.44529262086514,0.2738095238095238,0.6552162849872774,0.5636132315521628,0.4720496894409938,0.6955074875207963,0.48324742268041243,1.0,0.5990675990675989,0.6036036036036023,0.0,0.29166666666666663,0.5858823529411765,0.0,0.0,0.03,0.0,3
0.3475894245723173,0.34190817323347444,0.4906166219839142,0.2424242424242424,0.24210526315789474,0.6102941176470589,0.44202898550724634,0.0,0.21846846846846843,0.20769230769230768,0.19398907103825136,0.17325227963525835,0.41147132169576056,0.1912225705329154,0.36386768447837153,0.20476190476190476,0.5559796437659033,0.6034775233248515,0.38509316770186336,0.7720465890183021,0.3492268041237113,0.33930804501875783,0.6899766899766924,0.6959459459459474,0.0,0.1875,0.6776470588235277,0.0,0.0,0.0,0.0,3
0.3294453084499741,0.3269293389775318,0.4772117962466488,0.22727272727272727,0.22105263157894736,0.5882352941176471,0.427536231884058,0.0,0.20720720720720717,0.19487179487179485,0.18306010928961747,0.16109422492401215,0.4064837905236907,0.18495297805642635,0.35114503816793896,0.20238095238095236,0.6119592875318066,0.6145038167938931,0.3126293995859213,0.8103161397670533,0.20489690721649484,0.30387661525635684,0.7389277389277389,0.7432432432432456,0.0,0.21875,0.7199999999999989,0.0,0.0,0.06,0.0,3
0.1837739761534474,0.1598827743406057,0.24932975871313676,0.1515151515151515,0.15789473684210525,0.13970588235294118,0.35507246376811596,0.0,0.18693693693693691,0.1717948717948718,0.15573770491803277,0.13677811550151978,0.3566084788029925,0.17554858934169282,0.32824427480916035,0.20476190476190476,0.6055979643765903,0.6081424936386768,0.36438923395445133,0.7470881863560734,0.38659793814432997,0.980408503543143,0.6759906759906755,0.6824324324324316,0.0,0.32291666666666663,0.6682352941176468,0.0,0.0,0.6000000000000001,0.25,3
