날짜,발전기명,주소,설비용량(MW),일일발전량(Wh)
2018-03-29,당진태양광,충남 당진시 석문면 교로리 30,1,2040576
2018-03-30,당진태양광,충남 당진시 석문면 교로리 30,1,3695808
2018-03-31,당진태양광,충남 당진시 석문면 교로리 30,1,4214880
2018-04-01,당진태양광,충남 당진시 석문면 교로리 30,1,623712
2018-04-02,당진태양광,충남 당진시 석문면 교로리 30,1,3980928
2018-04-03,당진태양광,충남 당진시 석문면 교로리 30,1,2023392
2018-04-04,당진태양광,충남 당진시 석문면 교로리 30,1,3013440
2018-04-05,당진태양광,충남 당진시 석문면 교로리 30,1,294720
2018-04-06,당진태양광,충남 당진시 석문면 교로리 30,1,3384576
2018-04-07,당진태양광,충남 당진시 석문면 교로리 30,1,5290848
2018-04-08,당진태양광,충남 당진시 석문면 교로리 30,1,2064960
2018-04-09,당진태양광,충남 당진시 석문면 교로리 30,1,4607136
2018-04-10,당진태양광,충남 당진시 석문면 교로리 30,1,3574560
2018-04-11,당진태양광,충남 당진시 석문면 교로리 30,1,5393568
2018-04-12,당진태양광,충남 당진시 석문면 교로리 30,1,4907808
2018-04-13,당진태양광,충남 당진시 석문면 교로리 30,1,1932576
2018-04-14,당진태양광,충남 당진시 석문면 교로리 30,1,386688
2018-04-15,당진태양광,충남 당진시 석문면 교로리 30,1,4738752
2018-04-16,당진태양광,충남 당진시 석문면 교로리 30,1,4991808
2018-04-17,당진태양광,충남 당진시 석문면 교로리 30,1,5031840
2018-04-18,당진태양광,충남 당진시 석문면 교로리 30,1,5269440
2018-04-19,당진태양광,충남 당진시 석문면 교로리 30,1,4651584
2018-04-20,당진태양광,충남 당진시 석문면 교로리 30,1,4792320
2018-04-21,당진태양광,충남 당진시 석문면 교로리 30,1,5174496
2018-04-22,당진태양광,충남 당진시 석문면 교로리 30,1,745152
2018-04-23,당진태양광,충남 당진시 석문면 교로리 30,1,162336
2018-04-24,당진태양광,충남 당진시 석문면 교로리 30,1,1756800
2018-04-25,당진태양광,충남 당진시 석문면 교로리 30,1,4968288
2018-04-26,당진태양광,충남 당진시 석문면 교로리 30,1,4512672
2018-04-27,당진태양광,충남 당진시 석문면 교로리 30,1,4608384
2018-04-28,당진태양광,충남 당진시 석문면 교로리 30,1,5381184
2018-04-29,당진태양광,충남 당진시 석문면 교로리 30,1,4707840
2018-04-30,당진태양광,충남 당진시 석문면 교로리 30,1,3972672
2018-05-01,당진태양광,충남 당진시 석문면 교로리 30,1,2073792
2018-05-02,당진태양광,충남 당진시 석문면 교로리 30,1,1185120
2018-05-03,당진태양광,충남 당진시 석문면 교로리 30,1,4631520
2018-05-04,당진태양광,충남 당진시 석문면 교로리 30,1,5396448
2018-05-05,당진태양광,충남 당진시 석문면 교로리 30,1,3945120
2018-05-06,당진태양광,충남 당진시 석문면 교로리 30,1,928032
2018-05-07,당진태양광,충남 당진시 석문면 교로리 30,1,3744864
2018-05-08,당진태양광,충남 당진시 석문면 교로리 30,1,4772928
2018-05-09,당진태양광,충남 당진시 석문면 교로리 30,1,4420896
2018-05-10,당진태양광,충남 당진시 석문면 교로리 30,1,2635488
2018-05-11,당진태양광,충남 당진시 석문면 교로리 30,1,1757376
2018-05-12,당진태양광,충남 당진시 석문면 교로리 30,1,33216
2018-05-13,당진태양광,충남 당진시 석문면 교로리 30,1,1855392
2018-05-14,당진태양광,충남 당진시 석문면 교로리 30,1,2164416
2018-05-15,당진태양광,충남 당진시 석문면 교로리 30,1,2622624
2018-05-16,당진태양광,충남 당진시 석문면 교로리 30,1,317472
2018-05-17,당진태양광,충남 당진시 석문면 교로리 30,1,688224
2018-05-18,당진태양광,충남 당진시 석문면 교로리 30,1,1034400
2018-05-19,당진태양광,충남 당진시 석문면 교로리 30,1,5821056
2018-05-20,당진태양광,충남 당진시 석문면 교로리 30,1,2971104
2018-05-21,당진태양광,충남 당진시 석문면 교로리 30,1,4556448
2018-05-22,당진태양광,충남 당진시 석문면 교로리 30,1,1850784
2018-05-23,당진태양광,충남 당진시 석문면 교로리 30,1,5905440
2018-05-24,당진태양광,충남 당진시 석문면 교로리 30,1,3141504
2018-05-25,당진태양광,충남 당진시 석문면 교로리 30,1,2285856
2018-05-26,당진태양광,충남 당진시 석문면 교로리 30,1,2787360
2018-05-27,당진태양광,충남 당진시 석문면 교로리 30,1,1217568
2018-05-28,당진태양광,충남 당진시 석문면 교로리 30,1,2694720
2018-05-29,당진태양광,충남 당진시 석문면 교로리 30,1,1886592
2018-05-30,당진태양광,충남 당진시 석문면 교로리 30,1,4099104
2018-05-31,당진태양광,충남 당진시 석문면 교로리 30,1,5604576
2018-06-01,당진태양광,충남 당진시 석문면 교로리 30,1,5664192
2018-06-02,당진태양광,충남 당진시 석문면 교로리 30,1,5624160
2018-06-03,당진태양광,충남 당진시 석문면 교로리 30,1,5431200
2018-06-04,당진태양광,충남 당진시 석문면 교로리 30,1,3760992
2018-06-05,당진태양광,충남 당진시 석문면 교로리 30,1,5405280
2018-06-06,당진태양광,충남 당진시 석문면 교로리 30,1,4868352
2018-06-07,당진태양광,충남 당진시 석문면 교로리 30,1,4303872
2018-06-08,당진태양광,충남 당진시 석문면 교로리 30,1,3276096
2018-06-09,당진태양광,충남 당진시 석문면 교로리 30,1,3490464
2018-06-10,당진태양광,충남 당진시 석문면 교로리 30,1,2511168
2018-06-11,당진태양광,충남 당진시 석문면 교로리 30,1,2509536
2018-06-12,당진태양광,충남 당진시 석문면 교로리 30,1,5812704
2018-06-13,당진태양광,충남 당진시 석문면 교로리 30,1,2915808
2018-06-14,당진태양광,충남 당진시 석문면 교로리 30,1,3249504
2018-06-15,당진태양광,충남 당진시 석문면 교로리 30,1,5252544
2018-06-16,당진태양광,충남 당진시 석문면 교로리 30,1,5634336
2018-06-17,당진태양광,충남 당진시 석문면 교로리 30,1,3266592
2018-06-18,당진태양광,충남 당진시 석문면 교로리 30,1,5407008
2018-06-19,당진태양광,충남 당진시 석문면 교로리 30,1,2640672
2018-06-20,당진태양광,충남 당진시 석문면 교로리 30,1,5565408
2018-06-21,당진태양광,충남 당진시 석문면 교로리 30,1,5235552
2018-06-22,당진태양광,충남 당진시 석문면 교로리 30,1,5370912
2018-06-23,당진태양광,충남 당진시 석문면 교로리 30,1,4559136
2018-06-24,당진태양광,충남 당진시 석문면 교로리 30,1,5258112
2018-06-25,당진태양광,충남 당진시 석문면 교로리 30,1,4031232
2018-06-26,당진태양광,충남 당진시 석문면 교로리 30,1,244896
2018-06-27,당진태양광,충남 당진시 석문면 교로리 30,1,4605024
2018-06-28,당진태양광,충남 당진시 석문면 교로리 30,1,607200
2018-06-29,당진태양광,충남 당진시 석문면 교로리 30,1,4589952
2018-06-30,당진태양광,충남 당진시 석문면 교로리 30,1,3129792
2018-07-01,당진태양광,충남 당진시 석문면 교로리 30,1,104640
2018-07-02,당진태양광,충남 당진시 석문면 교로리 30,1,1814016
2018-07-03,당진태양광,충남 당진시 석문면 교로리 30,1,5033472
2018-07-04,당진태양광,충남 당진시 석문면 교로리 30,1,5142624
2018-07-05,당진태양광,충남 당진시 석문면 교로리 30,1,4663776
2018-07-06,당진태양광,충남 당진시 석문면 교로리 30,1,4092384
2018-07-07,당진태양광,충남 당진시 석문면 교로리 30,1,4896576
2018-07-08,당진태양광,충남 당진시 석문면 교로리 30,1,4902624
2018-07-09,당진태양광,충남 당진시 석문면 교로리 30,1,617280
2018-07-10,당진태양광,충남 당진시 석문면 교로리 30,1,1290816
2018-07-11,당진태양광,충남 당진시 석문면 교로리 30,1,3347616
2018-07-12,당진태양광,충남 당진시 석문면 교로리 30,1,3468096
2018-07-13,당진태양광,충남 당진시 석문면 교로리 30,1,4433376
2018-07-14,당진태양광,충남 당진시 석문면 교로리 30,1,4963584
2018-07-15,당진태양광,충남 당진시 석문면 교로리 30,1,5332800
2018-07-16,당진태양광,충남 당진시 석문면 교로리 30,1,5302848
2018-07-17,당진태양광,충남 당진시 석문면 교로리 30,1,5125440
2018-07-18,당진태양광,충남 당진시 석문면 교로리 30,1,5435424
2018-07-19,당진태양광,충남 당진시 석문면 교로리 30,1,5413344
2018-07-20,당진태양광,충남 당진시 석문면 교로리 30,1,5373600
2018-07-21,당진태양광,충남 당진시 석문면 교로리 30,1,5246016
2018-07-22,당진태양광,충남 당진시 석문면 교로리 30,1,4409472
2018-07-23,당진태양광,충남 당진시 석문면 교로리 30,1,4981248
2018-07-24,당진태양광,충남 당진시 석문면 교로리 30,1,4924896
2018-07-25,당진태양광,충남 당진시 석문면 교로리 30,1,3574368
2018-07-26,당진태양광,충남 당진시 석문면 교로리 30,1,3395616
2018-07-27,당진태양광,충남 당진시 석문면 교로리 30,1,4754496
2018-07-28,당진태양광,충남 당진시 석문면 교로리 30,1,4525920
2018-07-29,당진태양광,충남 당진시 석문면 교로리 30,1,4872288
2018-07-30,당진태양광,충남 당진시 석문면 교로리 30,1,4997280
2018-07-31,당진태양광,충남 당진시 석문면 교로리 30,1,5080608
2018-08-01,당진태양광,충남 당진시 석문면 교로리 30,1,4933248
2018-08-02,당진태양광,충남 당진시 석문면 교로리 30,1,4812576
2018-08-03,당진태양광,충남 당진시 석문면 교로리 30,1,4897728
2018-08-04,당진태양광,충남 당진시 석문면 교로리 30,1,4965504
2018-08-05,당진태양광,충남 당진시 석문면 교로리 30,1,5011392
2018-08-06,당진태양광,충남 당진시 석문면 교로리 30,1,4673376
2018-08-07,당진태양광,충남 당진시 석문면 교로리 30,1,4961280
2018-08-08,당진태양광,충남 당진시 석문면 교로리 30,1,4428384
2018-08-09,당진태양광,충남 당진시 석문면 교로리 30,1,3492480
2018-08-10,당진태양광,충남 당진시 석문면 교로리 30,1,4999872
2018-08-11,당진태양광,충남 당진시 석문면 교로리 30,1,5090400
2018-08-12,당진태양광,충남 당진시 석문면 교로리 30,1,4591488
2018-08-13,당진태양광,충남 당진시 석문면 교로리 30,1,4220448
2018-08-14,당진태양광,충남 당진시 석문면 교로리 30,1,4691616
2018-08-15,당진태양광,충남 당진시 석문면 교로리 30,1,4720128
2018-08-16,당진태양광,충남 당진시 석문면 교로리 30,1,4845024
2018-08-17,당진태양광,충남 당진시 석문면 교로리 30,1,5284704
2018-08-18,당진태양광,충남 당진시 석문면 교로리 30,1,4776672
2018-08-19,당진태양광,충남 당진시 석문면 교로리 30,1,4360800
2018-08-20,당진태양광,충남 당진시 석문면 교로리 30,1,3141888
2018-08-21,당진태양광,충남 당진시 석문면 교로리 30,1,3871680
2018-08-22,당진태양광,충남 당진시 석문면 교로리 30,1,5230944
2018-08-23,당진태양광,충남 당진시 석문면 교로리 30,1,1279584
2018-08-24,당진태양광,충남 당진시 석문면 교로리 30,1,1953984
2018-08-25,당진태양광,충남 당진시 석문면 교로리 30,1,2869344
2018-08-26,당진태양광,충남 당진시 석문면 교로리 30,1,1310688
2018-08-27,당진태양광,충남 당진시 석문면 교로리 30,1,1076928
2018-08-28,당진태양광,충남 당진시 석문면 교로리 30,1,1069248
2018-08-29,당진태양광,충남 당진시 석문면 교로리 30,1,2534784
2018-08-30,당진태양광,충남 당진시 석문면 교로리 30,1,4930176
2018-08-31,당진태양광,충남 당진시 석문면 교로리 30,1,4274016
2018-09-01,당진태양광,충남 당진시 석문면 교로리 30,1,5360640
2018-09-02,당진태양광,충남 당진시 석문면 교로리 30,1,4351200
2018-09-03,당진태양광,충남 당진시 석문면 교로리 30,1,1491840
2018-09-04,당진태양광,충남 당진시 석문면 교로리 30,1,5483232
2018-09-05,당진태양광,충남 당진시 석문면 교로리 30,1,5481504
2018-09-06,당진태양광,충남 당진시 석문면 교로리 30,1,2927808
2018-09-07,당진태양광,충남 당진시 석문면 교로리 30,1,4042560
2018-09-08,당진태양광,충남 당진시 석문면 교로리 30,1,5465184
2018-09-09,당진태양광,충남 당진시 석문면 교로리 30,1,5507424
2018-09-10,당진태양광,충남 당진시 석문면 교로리 30,1,5293344
2018-09-11,당진태양광,충남 당진시 석문면 교로리 30,1,3987456
2018-09-12,당진태양광,충남 당진시 석문면 교로리 30,1,5238816
2018-09-13,당진태양광,충남 당진시 석문면 교로리 30,1,3497952
2018-09-14,당진태양광,충남 당진시 석문면 교로리 30,1,1322880
2018-09-15,당진태양광,충남 당진시 석문면 교로리 30,1,955680
2018-09-16,당진태양광,충남 당진시 석문면 교로리 30,1,1279872
2018-09-17,당진태양광,충남 당진시 석문면 교로리 30,1,5334336
2018-09-18,당진태양광,충남 당진시 석문면 교로리 30,1,3413568
2018-09-19,당진태양광,충남 당진시 석문면 교로리 30,1,1910304
2018-09-20,당진태양광,충남 당진시 석문면 교로리 30,1,331488
2018-09-21,당진태양광,충남 당진시 석문면 교로리 30,1,1087776
2018-09-22,당진태양광,충남 당진시 석문면 교로리 30,1,5301120
2018-09-23,당진태양광,충남 당진시 석문면 교로리 30,1,4339008
2018-09-24,당진태양광,충남 당진시 석문면 교로리 30,1,5479872
2018-09-25,당진태양광,충남 당진시 석문면 교로리 30,1,5095872
2018-09-26,당진태양광,충남 당진시 석문면 교로리 30,1,4718208
2018-09-27,당진태양광,충남 당진시 석문면 교로리 30,1,5243424
2018-09-28,당진태양광,충남 당진시 석문면 교로리 30,1,1534944
2018-09-29,당진태양광,충남 당진시 석문면 교로리 30,1,5123712
2018-09-30,당진태양광,충남 당진시 석문면 교로리 30,1,5133504
2018-10-01,당진태양광,충남 당진시 석문면 교로리 30,1,2362848
2018-10-02,당진태양광,충남 당진시 석문면 교로리 30,1,5163936
2018-10-03,당진태양광,충남 당진시 석문면 교로리 30,1,5173152
2018-10-04,당진태양광,충남 당진시 석문면 교로리 30,1,4537344
2018-10-05,당진태양광,충남 당진시 석문면 교로리 30,1,417696
2018-10-06,당진태양광,충남 당진시 석문면 교로리 30,1,1890336
2018-10-07,당진태양광,충남 당진시 석문면 교로리 30,1,4953120
2018-10-08,당진태양광,충남 당진시 석문면 교로리 30,1,3905664
2018-10-09,당진태양광,충남 당진시 석문면 교로리 30,1,2043168
2018-10-10,당진태양광,충남 당진시 석문면 교로리 30,1,3421824
2018-10-11,당진태양광,충남 당진시 석문면 교로리 30,1,3712128
2018-10-12,당진태양광,충남 당진시 석문면 교로리 30,1,5138208
2018-10-13,당진태양광,충남 당진시 석문면 교로리 30,1,4916256
2018-10-14,당진태양광,충남 당진시 석문면 교로리 30,1,4148640
2018-10-15,당진태양광,충남 당진시 석문면 교로리 30,1,3469920
2018-10-16,당진태양광,충남 당진시 석문면 교로리 30,1,3090336
2018-10-17,당진태양광,충남 당진시 석문면 교로리 30,1,4817184
2018-10-18,당진태양광,충남 당진시 석문면 교로리 30,1,4001472
2018-10-19,당진태양광,충남 당진시 석문면 교로리 30,1,5024448
2018-10-20,당진태양광,충남 당진시 석문면 교로리 30,1,4783776
2018-10-21,당진태양광,충남 당진시 석문면 교로리 30,1,4763712
2018-10-22,당진태양광,충남 당진시 석문면 교로리 30,1,2775744
2018-10-23,당진태양광,충남 당진시 석문면 교로리 30,1,2843904
2018-10-24,당진태양광,충남 당진시 석문면 교로리 30,1,4848576
2018-10-25,당진태양광,충남 당진시 석문면 교로리 30,1,4388256
2018-10-26,당진태양광,충남 당진시 석문면 교로리 30,1,1083456
2018-10-27,당진태양광,충남 당진시 석문면 교로리 30,1,2746080
2018-10-28,당진태양광,충남 당진시 석문면 교로리 30,1,2879712
2018-10-29,당진태양광,충남 당진시 석문면 교로리 30,1,2670240
2018-10-30,당진태양광,충남 당진시 석문면 교로리 30,1,4377312
2018-10-31,당진태양광,충남 당진시 석문면 교로리 30,1,4689504
2018-11-01,당진태양광,충남 당진시 석문면 교로리 30,1,4633248
2018-11-02,당진태양광,충남 당진시 석문면 교로리 30,1,4477440
2018-11-03,당진태양광,충남 당진시 석문면 교로리 30,1,4452192
2018-11-04,당진태양광,충남 당진시 석문면 교로리 30,1,4083840
2018-11-05,당진태양광,충남 당진시 석문면 교로리 30,1,3245472
2018-11-06,당진태양광,충남 당진시 석문면 교로리 30,1,1479552
2018-11-07,당진태양광,충남 당진시 석문면 교로리 30,1,1421280
2018-11-08,당진태양광,충남 당진시 석문면 교로리 30,1,10656
2018-11-09,당진태양광,충남 당진시 석문면 교로리 30,1,3091104
2018-11-10,당진태양광,충남 당진시 석문면 교로리 30,1,3580800
2018-11-11,당진태양광,충남 당진시 석문면 교로리 30,1,593568
2018-11-12,당진태양광,충남 당진시 석문면 교로리 30,1,4266432
2018-11-13,당진태양광,충남 당진시 석문면 교로리 30,1,4089504
2018-11-14,당진태양광,충남 당진시 석문면 교로리 30,1,3686880
2018-11-15,당진태양광,충남 당진시 석문면 교로리 30,1,2882400
2018-11-16,당진태양광,충남 당진시 석문면 교로리 30,1,1887936
2018-11-17,당진태양광,충남 당진시 석문면 교로리 30,1,2920032
2018-11-18,당진태양광,충남 당진시 석문면 교로리 30,1,2082816
2018-11-19,당진태양광,충남 당진시 석문면 교로리 30,1,2772480
2018-11-20,당진태양광,충남 당진시 석문면 교로리 30,1,3845856
2018-11-21,당진태양광,충남 당진시 석문면 교로리 30,1,328800
2018-11-22,당진태양광,충남 당진시 석문면 교로리 30,1,3552096
2018-11-23,당진태양광,충남 당진시 석문면 교로리 30,1,3677088
2018-11-24,당진태양광,충남 당진시 석문면 교로리 30,1,2233440
2018-11-25,당진태양광,충남 당진시 석문면 교로리 30,1,2427072
2018-11-26,당진태양광,충남 당진시 석문면 교로리 30,1,3596256
2018-11-27,당진태양광,충남 당진시 석문면 교로리 30,1,1043712
2018-11-28,당진태양광,충남 당진시 석문면 교로리 30,1,3087744
2018-11-29,당진태양광,충남 당진시 석문면 교로리 30,1,529632
2018-11-30,당진태양광,충남 당진시 석문면 교로리 30,1,3895104
2018-12-01,당진태양광,충남 당진시 석문면 교로리 30,1,2827776
2018-12-02,당진태양광,충남 당진시 석문면 교로리 30,1,1544832
2018-12-03,당진태양광,충남 당진시 석문면 교로리 30,1,69312
2018-12-04,당진태양광,충남 당진시 석문면 교로리 30,1,1348512
2018-12-05,당진태양광,충남 당진시 석문면 교로리 30,1,2576352
2018-12-06,당진태양광,충남 당진시 석문면 교로리 30,1,2512800
2018-12-07,당진태양광,충남 당진시 석문면 교로리 30,1,2504832
2018-12-08,당진태양광,충남 당진시 석문면 교로리 30,1,3775872
2018-12-09,당진태양광,충남 당진시 석문면 교로리 30,1,4102752
2018-12-10,당진태양광,충남 당진시 석문면 교로리 30,1,3430944
2018-12-11,당진태양광,충남 당진시 석문면 교로리 30,1,949152
2018-12-12,당진태양광,충남 당진시 석문면 교로리 30,1,3816288
2018-12-13,당진태양광,충남 당진시 석문면 교로리 30,1,1386432
2018-12-14,당진태양광,충남 당진시 석문면 교로리 30,1,4060224
2018-12-15,당진태양광,충남 당진시 석문면 교로리 30,1,3290784
2018-12-16,당진태양광,충남 당진시 석문면 교로리 30,1,900480
2018-12-17,당진태양광,충남 당진시 석문면 교로리 30,1,3103488
2018-12-18,당진태양광,충남 당진시 석문면 교로리 30,1,2946624
2018-12-19,당진태양광,충남 당진시 석문면 교로리 30,1,3014208
2018-12-20,당진태양광,충남 당진시 석문면 교로리 30,1,2846304
2018-12-21,당진태양광,충남 당진시 석문면 교로리 30,1,1518528
2018-12-22,당진태양광,충남 당진시 석문면 교로리 30,1,3035712
2018-12-23,당진태양광,충남 당진시 석문면 교로리 30,1,3482016
2018-12-24,당진태양광,충남 당진시 석문면 교로리 30,1,3420000
2018-12-25,당진태양광,충남 당진시 석문면 교로리 30,1,707808
2018-12-26,당진태양광,충남 당진시 석문면 교로리 30,1,3846144
2018-12-27,당진태양광,충남 당진시 석문면 교로리 30,1,3791328
2018-12-28,당진태양광,충남 당진시 석문면 교로리 30,1,2716704
2018-12-29,당진태양광,충남 당진시 석문면 교로리 30,1,4005984
2018-12-30,당진태양광,충남 당진시 석문면 교로리 30,1,4165632
2018-12-31,당진태양광,충남 당진시 석문면 교로리 30,1,3330720
2019-01-01,당진태양광,충남 당진시 석문면 교로리 30,1,571488
2019-01-02,당진태양광,충남 당진시 석문면 교로리 30,1,3578208
2019-01-03,당진태양광,충남 당진시 석문면 교로리 30,1,3852864
2019-01-04,당진태양광,충남 당진시 석문면 교로리 30,1,1014144
2019-01-05,당진태양광,충남 당진시 석문면 교로리 30,1,3940224
2019-01-06,당진태양광,충남 당진시 석문면 교로리 30,1,3530112
2019-01-07,당진태양광,충남 당진시 석문면 교로리 30,1,2756352
2019-01-08,당진태양광,충남 당진시 석문면 교로리 30,1,3655296
2019-01-09,당진태양광,충남 당진시 석문면 교로리 30,1,2438880
2019-01-10,당진태양광,충남 당진시 석문면 교로리 30,1,653280
2019-01-11,당진태양광,충남 당진시 석문면 교로리 30,1,2664480
2019-01-12,당진태양광,충남 당진시 석문면 교로리 30,1,1122912
2019-01-13,당진태양광,충남 당진시 석문면 교로리 30,1,3329376
2019-01-14,당진태양광,충남 당진시 석문면 교로리 30,1,1472160
2019-01-15,당진태양광,충남 당진시 석문면 교로리 30,1,1672032
2019-01-16,당진태양광,충남 당진시 석문면 교로리 30,1,3877344
2019-01-17,당진태양광,충남 당진시 석문면 교로리 30,1,3690816
2019-01-18,당진태양광,충남 당진시 석문면 교로리 30,1,3227040
2019-01-19,당진태양광,충남 당진시 석문면 교로리 30,1,2802048
2019-01-20,당진태양광,충남 당진시 석문면 교로리 30,1,4159968
2019-01-21,당진태양광,충남 당진시 석문면 교로리 30,1,1890528
2019-01-22,당진태양광,충남 당진시 석문면 교로리 30,1,2803584
2019-01-23,당진태양광,충남 당진시 석문면 교로리 30,1,3614496
2019-01-24,당진태양광,충남 당진시 석문면 교로리 30,1,4158336
2019-01-25,당진태양광,충남 당진시 석문면 교로리 30,1,4089312
2019-01-26,당진태양광,충남 당진시 석문면 교로리 30,1,4444992
2019-01-27,당진태양광,충남 당진시 석문면 교로리 30,1,3541344
2019-01-28,당진태양광,충남 당진시 석문면 교로리 30,1,4107168
2019-01-29,당진태양광,충남 당진시 석문면 교로리 30,1,4422432
2019-01-30,당진태양광,충남 당진시 석문면 교로리 30,1,3198432
2019-01-31,당진태양광,충남 당진시 석문면 교로리 30,1,2019744
2019-02-01,당진태양광,충남 당진시 석문면 교로리 30,1,2423040
2019-02-02,당진태양광,충남 당진시 석문면 교로리 30,1,1870848
2019-02-03,당진태양광,충남 당진시 석문면 교로리 30,1,19968
2019-02-04,당진태양광,충남 당진시 석문면 교로리 30,1,4366656
2019-02-05,당진태양광,충남 당진시 석문면 교로리 30,1,3687456
2019-02-06,당진태양광,충남 당진시 석문면 교로리 30,1,1751328
2019-02-07,당진태양광,충남 당진시 석문면 교로리 30,1,4567104
2019-02-08,당진태양광,충남 당진시 석문면 교로리 30,1,4332864
2019-02-09,당진태양광,충남 당진시 석문면 교로리 30,1,4387488
2019-02-10,당진태양광,충남 당진시 석문면 교로리 30,1,2072928
2019-02-11,당진태양광,충남 당진시 석문면 교로리 30,1,4653792
2019-02-12,당진태양광,충남 당진시 석문면 교로리 30,1,4087296
2019-02-13,당진태양광,충남 당진시 석문면 교로리 30,1,4371840
2019-02-14,당진태양광,충남 당진시 석문면 교로리 30,1,4324704
2019-02-15,당진태양광,충남 당진시 석문면 교로리 30,1,741888
2019-02-16,당진태양광,충남 당진시 석문면 교로리 30,1,3693792
2019-02-17,당진태양광,충남 당진시 석문면 교로리 30,1,5343456
2019-02-18,당진태양광,충남 당진시 석문면 교로리 30,1,2452800
2019-02-19,당진태양광,충남 당진시 석문면 교로리 30,1,1326912
2019-02-20,당진태양광,충남 당진시 석문면 교로리 30,1,3528768
2019-02-21,당진태양광,충남 당진시 석문면 교로리 30,1,4974528
2019-02-22,당진태양광,충남 당진시 석문면 교로리 30,1,4382016
2019-02-23,당진태양광,충남 당진시 석문면 교로리 30,1,4819680
2019-02-24,당진태양광,충남 당진시 석문면 교로리 30,1,4971648
2019-02-25,당진태양광,충남 당진시 석문면 교로리 30,1,4026240
2019-02-26,당진태양광,충남 당진시 석문면 교로리 30,1,4869888
2019-02-27,당진태양광,충남 당진시 석문면 교로리 30,1,2675232
2019-02-28,당진태양광,충남 당진시 석문면 교로리 30,1,3515136
2019-03-01,당진태양광,충남 당진시 석문면 교로리 30,1,4750272
2019-03-02,당진태양광,충남 당진시 석문면 교로리 30,1,3224160
2019-03-03,당진태양광,충남 당진시 석문면 교로리 30,1,3437664
2019-03-04,당진태양광,충남 당진시 석문면 교로리 30,1,4234848
2019-03-05,당진태양광,충남 당진시 석문면 교로리 30,1,2139264
2019-03-06,당진태양광,충남 당진시 석문면 교로리 30,1,2795328
2019-03-07,당진태양광,충남 당진시 석문면 교로리 30,1,5052864
2019-03-08,당진태양광,충남 당진시 석문면 교로리 30,1,5532000
2019-03-09,당진태양광,충남 당진시 석문면 교로리 30,1,4356960
2019-03-10,당진태양광,충남 당진시 석문면 교로리 30,1,2110272
2019-03-11,당진태양광,충남 당진시 석문면 교로리 30,1,1447488
2019-03-12,당진태양광,충남 당진시 석문면 교로리 30,1,2045376
2019-03-13,당진태양광,충남 당진시 석문면 교로리 30,1,5935680
2019-03-14,당진태양광,충남 당진시 석문면 교로리 30,1,3658176
2019-03-15,당진태양광,충남 당진시 석문면 교로리 30,1,2864352
2019-03-16,당진태양광,충남 당진시 석문면 교로리 30,1,5006400
2019-03-17,당진태양광,충남 당진시 석문면 교로리 30,1,5466336
2019-03-18,당진태양광,충남 당진시 석문면 교로리 30,1,4265568
2019-03-19,당진태양광,충남 당진시 석문면 교로리 30,1,4205472
2019-03-20,당진태양광,충남 당진시 석문면 교로리 30,1,624864
2019-03-21,당진태양광,충남 당진시 석문면 교로리 30,1,3699264
2019-03-22,당진태양광,충남 당진시 석문면 교로리 30,1,6014976
2019-03-23,당진태양광,충남 당진시 석문면 교로리 30,1,4215936
2019-03-24,당진태양광,충남 당진시 석문면 교로리 30,1,6159744
2019-03-25,당진태양광,충남 당진시 석문면 교로리 30,1,4674720
2019-03-26,당진태양광,충남 당진시 석문면 교로리 30,1,5468160
2019-03-27,당진태양광,충남 당진시 석문면 교로리 30,1,3818016
2019-03-28,당진태양광,충남 당진시 석문면 교로리 30,1,4808832
2019-03-29,당진태양광,충남 당진시 석문면 교로리 30,1,5516544
2019-03-30,당진태양광,충남 당진시 석문면 교로리 30,1,2938176
2019-03-31,당진태양광,충남 당진시 석문면 교로리 30,1,5434464
2019-04-01,당진태양광,충남 당진시 석문면 교로리 30,1,4957536
2019-04-02,당진태양광,충남 당진시 석문면 교로리 30,1,5849184
2019-04-03,당진태양광,충남 당진시 석문면 교로리 30,1,6026016
2019-04-04,당진태양광,충남 당진시 석문면 교로리 30,1,5878944
2019-04-05,당진태양광,충남 당진시 석문면 교로리 30,1,5338080
2019-04-06,당진태양광,충남 당진시 석문면 교로리 30,1,1519968
2019-04-07,당진태양광,충남 당진시 석문면 교로리 30,1,4390944
2019-04-08,당진태양광,충남 당진시 석문면 교로리 30,1,5078112
2019-04-09,당진태양광,충남 당진시 석문면 교로리 30,1,1045632
2019-04-10,당진태양광,충남 당진시 석문면 교로리 30,1,1482432
2019-04-11,당진태양광,충남 당진시 석문면 교로리 30,1,4600128
2019-04-12,당진태양광,충남 당진시 석문면 교로리 30,1,5930208
2019-04-13,당진태양광,충남 당진시 석문면 교로리 30,1,5215968
2019-04-14,당진태양광,충남 당진시 석문면 교로리 30,1,3903264
2019-04-15,당진태양광,충남 당진시 석문면 교로리 30,1,5068896
2019-04-16,당진태양광,충남 당진시 석문면 교로리 30,1,3412320
2019-04-17,당진태양광,충남 당진시 석문면 교로리 30,1,4378464
2019-04-18,당진태양광,충남 당진시 석문면 교로리 30,1,1048800
2019-04-19,당진태양광,충남 당진시 석문면 교로리 30,1,2655648
2019-04-20,당진태양광,충남 당진시 석문면 교로리 30,1,3135648
